no_invoice,tanggal,bulan,tahun,kategori,sub_kategori,kuantitas_terjual,harga_per_unit,total_sales
YM24-0154699,01-07-2024,Juli,2024,Gasket,Gasket Cylinder Nmx,2,14000,28000
YM24-0154699,01-07-2024,Juli,2024,Kampas Rem,Kampas Depan Supra X,1,55500,55500
YM24-0154700,01-07-2024,Juli,2024,Velg,Velg Rossi,4,1439500,5758000
YM24-0154700,01-07-2024,Juli,2024,Piringan Cakram,Piringan DPN KC/YMMT NMX,6,110500,663000
YM24-0154700,01-07-2024,Juli,2024,Ban,FDR TR TL 80/90-14 Sport XR Evo,16,219500,3512000
YM24-0154704,01-07-2024,Juli,2024,Rumah Roller,AHM KOJ Scoopy New,1,83500,83500
YM24-0154708,01-07-2024,Juli,2024,Oli,MOTUL SCOOTER LE 1 LTR,26,80500,2093000
YM24-0154708,01-07-2024,Juli,2024,Busi,BUSI AHM U22FER9,6,31000,186000
YM24-0154708,01-07-2024,Juli,2024,Oli,Mesran Super 4T 0.8 L,16,37500,600000
YM24-0154716,01-07-2024,Juli,2024,V-Belt,V Belt kit AHM K16,1,163000,163000
YM24-0154722,01-07-2024,Juli,2024,Velg,Velg Comet,2,386000,772000
YM24-0154725,01-07-2024,Juli,2024,Roller,Kawahara Nmx,1,71000,71000
YM24-0154733,01-07-2024,Juli,2024,Oli,MOTUL SCOOTER LE 1 LTR,38,81000,3078000
YM24-0154733,01-07-2024,Juli,2024,V-Belt,V Belt set AHM K35,17,188500,3204500
YM24-0154733,01-07-2024,Juli,2024,Filter Udara,Filter Udara Suzuki,22,55000,1210000
YM24-0154737,01-07-2024,Juli,2024,Oli,Mesran Super 4T 0.8 L,13,37500,487500
YM24-0154737,01-07-2024,Juli,2024,Rumah Roller,AHM KVB Vario,19,95500,1814500
YM24-0154737,01-07-2024,Juli,2024,Sakelar,Sakelar Retting,37,17000,629000
YM24-0154737,01-07-2024,Juli,2024,Oli,Castrol Pro 2T,39,38000,1482000
YM24-0154737,01-07-2024,Juli,2024,Kampas Rem,DPAD YGP 3C1 NMX,21,60500,1270500
YM24-0154737,01-07-2024,Juli,2024,V-Belt,V Belt set AHM KVB,14,161000,2254000
YM24-0154739,01-07-2024,Juli,2024,Gear Rantai,Gear Seat AHM KWB revo,1,206000,206000
YM24-0154739,01-07-2024,Juli,2024,Rumah Roller,AHM KOJ Scoopy New,1,83500,83500
YM24-0154739,01-07-2024,Juli,2024,Sakelar,Sakelar Indling stop,2,13000,26000
YM24-0154739,01-07-2024,Juli,2024,Filter Udara,Filter Udara AHM,1,66000,66000
YM24-0154742,01-07-2024,Juli,2024,Oli,MPX 1 0.8L,1,55000,55000
YM24-0154745,01-07-2024,Juli,2024,Gasket,Gasket Cylinder Nmx,2,14500,29000
YM24-0154745,01-07-2024,Juli,2024,Sakelar,Sakelar Lampu,1,11000,11000
YM24-0154745,01-07-2024,Juli,2024,Rumah Roller,AHM KVB Vario,1,93500,93500
YM24-0154753,01-07-2024,Juli,2024,Oli,Motul SC EXP LE 4T,23,114500,2633500
YM24-0154753,01-07-2024,Juli,2024,Oli,Castrol Pro 2T,20,39000,780000
YM24-0154753,01-07-2024,Juli,2024,Gear Rantai,Gear suprax 125 gear 39,3,265000,795000
YM24-0154753,01-07-2024,Juli,2024,Oli,MOTUL SCOOTER LE 1 LTR,34,79500,2703000
YM24-0154753,01-07-2024,Juli,2024,Kampas Kopling,KPL Ganda ONLY BRT,17,224500,3816500
YM24-0154753,01-07-2024,Juli,2024,Bearing,BRG AHM SET 6202 RS,10,51500,515000
YM24-0154753,01-07-2024,Juli,2024,Sakelar,Sakelar Klakson,10,9000,90000
YM24-0154753,01-07-2024,Juli,2024,Kampas Kopling,KPL Ganda ONLY YGP Nmx,6,194500,1167000
YM24-0154756,02-07-2024,Juli,2024,Kampas Kopling,KPL Ganda ONLY BRT,5,226500,1132500
YM24-0154756,02-07-2024,Juli,2024,Oli,MOTUL SCOOTER GEAR,20,16500,330000
YM24-0154756,02-07-2024,Juli,2024,Sakelar,Sakelar Lampu,23,11000,253000
YM24-0154756,02-07-2024,Juli,2024,Kaca Spion,Spion Vario WIN,21,50500,1060500
YM24-0154756,02-07-2024,Juli,2024,Oli,MOTUL SCOOTER LE 1 LTR,13,81000,1053000
YM24-0154756,02-07-2024,Juli,2024,Seal,Seal Crankshaf,15,11000,165000
YM24-0154758,02-07-2024,Juli,2024,Seal,Seal Kopling,10,6000,60000
YM24-0154758,02-07-2024,Juli,2024,Gasket,Gasket Cylinder head Nmx,5,34500,172500
YM24-0154758,02-07-2024,Juli,2024,Oli,MPX 1 0.8L,15,53500,802500
YM24-0154758,02-07-2024,Juli,2024,Oli,Mesran 40 1 LTR,7,44000,308000
YM24-0154758,02-07-2024,Juli,2024,Oli,Mesran Super 4T 0.8 L,9,37500,337500
YM24-0154758,02-07-2024,Juli,2024,Sakelar,Sakelar Lampu,6,11500,69000
YM24-0154758,02-07-2024,Juli,2024,Oli,MOTUL SCOOTER POWER LE,5,141500,707500
YM24-0154765,02-07-2024,Juli,2024,Kaca Spion,Spion Beat FI,1,55000,55000
YM24-0154765,02-07-2024,Juli,2024,Aki,Aki Kering GS ASTRA GTZ7V,1,334000,334000
YM24-0154767,02-07-2024,Juli,2024,V-Belt,V Belt set AHM KVB,1,157500,157500
YM24-0154767,02-07-2024,Juli,2024,Shockbreaker,Shock AHM KZR Vario 125,1,235500,235500
YM24-0154769,02-07-2024,Juli,2024,Seal,Seal Kopling,1,5500,5500
YM24-0154769,02-07-2024,Juli,2024,V-Belt,V Belt Only YGP 2DP NMX,1,131000,131000
YM24-0154777,02-07-2024,Juli,2024,Busi,BUSI YGP U22FSU,1,16500,16500
YM24-0154785,02-07-2024,Juli,2024,Gasket,Gasket Cylinder head Nmx,1,35000,35000
YM24-0154785,02-07-2024,Juli,2024,Dinamo,Dinamo AHM KVB Vario,1,207500,207500
YM24-0154785,02-07-2024,Juli,2024,Lampu,AHM Lampu Kepala,1,33500,33500
YM24-0154785,02-07-2024,Juli,2024,Sakelar,Sakelar Retting,2,17000,34000
YM24-0154786,02-07-2024,Juli,2024,Kaca Spion,Spion Indo KVY Beat,2,39000,78000
YM24-0154786,02-07-2024,Juli,2024,Seal,Seal Kopling,2,5500,11000
YM24-0154786,02-07-2024,Juli,2024,Sakelar,Sakelar Lampu,2,11500,23000
YM24-0154793,02-07-2024,Juli,2024,Dinamo,Dinamo AHM KVB Vario,1,202500,202500
YM24-0154793,02-07-2024,Juli,2024,Oli,MPX 1 0.8L,1,54500,54500
YM24-0154795,02-07-2024,Juli,2024,Sakelar,Sakelar Retting,19,16500,313500
YM24-0154795,02-07-2024,Juli,2024,Kampas Rem,DPAD BLK SUPRA,16,52500,840000
YM24-0154799,02-07-2024,Juli,2024,Lampu,Indo Part Lampu dop rem,1,9000,9000
YM24-0154801,02-07-2024,Juli,2024,Ban,BL AHM 80/90-17 KWW,1,209000,209000
YM24-0154801,02-07-2024,Juli,2024,Lampu,Indo Part Lampu dop rem,1,9000,9000
YM24-0154804,03-07-2024,Juli,2024,V-Belt,V belt kit AHM KZR VARIO 125,1,191000,191000
YM24-0154804,03-07-2024,Juli,2024,Oli,MOTUL SCOOTER POWER LE,1,141000,141000
YM24-0154807,03-07-2024,Juli,2024,Filter Udara,Filter Udara YGP,1,78500,78500
YM24-0154815,03-07-2024,Juli,2024,Oli,Mesran 40 1 LTR,11,45500,500500
YM24-0154815,03-07-2024,Juli,2024,Oli,Evalube 2T PRO 0.7,36,33000,1188000
YM24-0154815,03-07-2024,Juli,2024,Ban,BL AHM 80/90-17 KWW,17,210500,3578500
YM24-0154815,03-07-2024,Juli,2024,Filter Udara,Filter Udara Suzuki,14,55500,777000
YM24-0154815,03-07-2024,Juli,2024,V-Belt,V Belt kit AHM K16,18,164500,2961000
YM24-0154815,03-07-2024,Juli,2024,Ban,FDR TR TL 80/90-14 Sport XR Evo,17,219000,3723000
YM24-0154815,03-07-2024,Juli,2024,Kampas Rem,Kampas Belakang Supra,11,44500,489500
YM24-0154820,03-07-2024,Juli,2024,Rumah Roller,AHM KVB Vario,1,95000,95000
YM24-0154827,03-07-2024,Juli,2024,Aki,Aki Kering AHM GTZ6V,1,306500,306500
YM24-0154827,03-07-2024,Juli,2024,Lampu,Indo Part Lampu dop rem,1,9000,9000
YM24-0154828,03-07-2024,Juli,2024,Filter Udara,Filter Udara BRT,1,77500,77500
YM24-0154828,03-07-2024,Juli,2024,Busi,BUSI NGK BP7ES,1,190000,190000
YM24-0154828,03-07-2024,Juli,2024,Roller,BRT VARIO 125,1,87000,87000
YM24-0154832,03-07-2024,Juli,2024,Shockbreaker,Shock AHM KZR Vario 125,2,235000,470000
YM24-0154832,03-07-2024,Juli,2024,Bearing,BRG AHM SET 6204 RS,2,56500,113000
YM24-0154832,03-07-2024,Juli,2024,Roller,BRT Mio,1,78500,78500
YM24-0154832,03-07-2024,Juli,2024,Gasket,Gasket full seat AHM Scoopy,2,61000,122000
YM24-0154838,03-07-2024,Juli,2024,Busi,BUSI NGK BP7ES,1,188000,188000
YM24-0154838,03-07-2024,Juli,2024,Filter Udara,Filter Udara AHM,1,66000,66000
YM24-0154838,03-07-2024,Juli,2024,Roller,BRT VARIO 125,1,86500,86500
YM24-0154840,03-07-2024,Juli,2024,Lampu,Indo Part Lampu dop rem,1,8500,8500
YM24-0154845,03-07-2024,Juli,2024,V-Belt,V Belt set AHM K35,1,190500,190500
YM24-0154846,03-07-2024,Juli,2024,Ban,BL IRC MB67 110/90-12,2,305000,610000
YM24-0154846,03-07-2024,Juli,2024,Kampas Rem,DPAD YGP 2BM,1,70500,70500
YM24-0154850,03-07-2024,Juli,2024,Oli,Yamalube Super Matic 1 L,1,70000,70000
YM24-0154856,03-07-2024,Juli,2024,Kaca Spion,Spion Indo KVY Beat,1,38000,38000
YM24-0154857,03-07-2024,Juli,2024,Oli,MOTUL SCOOTER LE 1 LTR,38,81000,3078000
YM24-0154857,03-07-2024,Juli,2024,Ban,BL Maxxis 120/70-12 VICTRA,6,440500,2643000
YM24-0154857,03-07-2024,Juli,2024,Filter Udara,Filter Udara AHM,29,66000,1914000
YM24-0154858,04-07-2024,Juli,2024,Oli,MOTUL SCOOTER LE 1 LTR,31,81000,2511000
YM24-0154858,04-07-2024,Juli,2024,Filter Udara,Filter Udara YGP,15,78000,1170000
YM24-0154858,04-07-2024,Juli,2024,Bearing,BRG AHM SET 6303 RS,24,60500,1452000
YM24-0154863,04-07-2024,Juli,2024,Bearing,BRG AHM SET 6202 RS,2,51000,102000
YM24-0154863,04-07-2024,Juli,2024,Ban,FDR TR TL Flemino 90/90-14,1,251500,251500
YM24-0154863,04-07-2024,Juli,2024,V-Belt,V Belt kit AHM K16,1,166500,166500
YM24-0154866,04-07-2024,Juli,2024,Seal,Seal Crankshaf,39,11000,429000
YM24-0154866,04-07-2024,Juli,2024,Roller,BRT NMX,28,85000,2380000
YM24-0154866,04-07-2024,Juli,2024,Oli,Mesran Super 4T 0.8 L,14,36500,511000
YM24-0154868,04-07-2024,Juli,2024,Busi,BUSI YGP U22FSU,1,16000,16000
YM24-0154868,04-07-2024,Juli,2024,Lampu,Indo Part Lampu dop rem,1,9000,9000
YM24-0154868,04-07-2024,Juli,2024,Seal,Seal Kopling,2,5500,11000
YM24-0154875,04-07-2024,Juli,2024,Lampu,SGP Lampu Kepala depan,1,28000,28000
YM24-0154875,04-07-2024,Juli,2024,Bearing,BRG AHM SET 6301 RS,1,55500,55500
YM24-0154875,04-07-2024,Juli,2024,Sakelar,Sakelar Indling stop,1,13000,13000
YM24-0154880,04-07-2024,Juli,2024,Oli,Motul SC EXP LE 4T,25,116500,2912500
YM24-0154880,04-07-2024,Juli,2024,Ban,FDR TR TL 140/70-13 Blaze Mp,7,516500,3615500
YM24-0154880,04-07-2024,Juli,2024,Kampas Rem,DPAD BLK SUPRA,8,51500,412000
YM24-0154884,04-07-2024,Juli,2024,Sakelar,Sakelar Indling stop,2,13000,26000
YM24-0154884,04-07-2024,Juli,2024,Kaca Spion,Spion Indo KVY Beat,1,38000,38000
YM24-0154884,04-07-2024,Juli,2024,Kampas Rem,DPAD BLK SUPRA,1,52500,52500
YM24-0154884,04-07-2024,Juli,2024,Gasket,Gasket full seat AHM Scoopy,1,60500,60500
YM24-0154892,04-07-2024,Juli,2024,Kaca Spion,Spion Indo KVY Beat,13,39000,507000
YM24-0154892,04-07-2024,Juli,2024,Kampas Rem,DPAD BLK SUPRA,12,52500,630000
YM24-0154892,04-07-2024,Juli,2024,Ban,FDR TR TL 90/80-17 Sport Evo,9,329000,2961000
YM24-0154892,04-07-2024,Juli,2024,Ban,BL AHM 80/90-17 KWW,16,208500,3336000
YM24-0154897,04-07-2024,Juli,2024,Ban,FDR TR TL 100/80-14,2,323500,647000
YM24-0154899,04-07-2024,Juli,2024,Piringan Cakram,Piringan DPN AHM Scoopy New,5,75000,375000
YM24-0154899,04-07-2024,Juli,2024,Oli,Motul GP MTC 4T,12,71500,858000
YM24-0154901,04-07-2024,Juli,2024,Seal,Seal Water Pump,1,16500,16500
YM24-0154901,04-07-2024,Juli,2024,V-Belt,V belt kit AHM KZR VARIO 125,1,186500,186500
YM24-0154902,04-07-2024,Juli,2024,Roller,BRT VARIO 125,1,84500,84500
YM24-0154902,04-07-2024,Juli,2024,Sakelar,Sakelar Lampu,1,11500,11500
YM24-0154906,04-07-2024,Juli,2024,Oli,Motul GP MTC 4T,10,72000,720000
YM24-0154906,04-07-2024,Juli,2024,Seal,Seal Crankshaf,15,11000,165000
YM24-0154906,04-07-2024,Juli,2024,Roller,Kawahara Nmx,16,72500,1160000
YM24-0154906,04-07-2024,Juli,2024,Roller,BRT VARIO 125,6,85500,513000
YM24-0154906,04-07-2024,Juli,2024,Sakelar,Sakelar Klakson,29,8500,246500
YM24-0154906,04-07-2024,Juli,2024,Ban,BL Maxxis 100/80-14 VICTRA,6,392000,2352000
YM24-0154912,04-07-2024,Juli,2024,Aki,Aki Kering AHM GTZ6V,8,308000,2464000
YM24-0154912,04-07-2024,Juli,2024,Busi,BUSI NGK BP7ES,10,185000,1850000
YM24-0154916,05-07-2024,Juli,2024,Seal,Seal Crankshaf,36,11500,414000
YM24-0154916,05-07-2024,Juli,2024,Oli,Evalube Matic 0.8 L,10,44000,440000
YM24-0154916,05-07-2024,Juli,2024,Sakelar,Sakelar Indling stop,26,13500,351000
YM24-0154916,05-07-2024,Juli,2024,Gasket,Gasket full seat AHM Supra Fit,17,74500,1266500
YM24-0154924,05-07-2024,Juli,2024,Bearing,BRG AHM SET 6202 RS,2,50000,100000
YM24-0154924,05-07-2024,Juli,2024,Rumah Roller,AHM KOJ Scoopy New,1,84000,84000
YM24-0154932,05-07-2024,Juli,2024,Filter Udara,Filter Udara AHM,1,67500,67500
YM24-0154940,05-07-2024,Juli,2024,Sakelar,Sakelar Indling stop,1,13000,13000
YM24-0154940,05-07-2024,Juli,2024,Oli,Evalube 2T 0.7,1,25000,25000
YM24-0154940,05-07-2024,Juli,2024,V-Belt,V belt kit AHM KZR VARIO 125,1,190000,190000
YM24-0154948,05-07-2024,Juli,2024,Gear Rantai,Gear suprax 125 gear 39,1,269500,269500
YM24-0154955,05-07-2024,Juli,2024,Aki,Aki Kering YGP 3C1,8,218000,1744000
YM24-0154960,05-07-2024,Juli,2024,Seal,Seal oring,2,8500,17000
YM24-0154960,05-07-2024,Juli,2024,Bearing,BRG AHM SET 6202 RS,2,49500,99000
YM24-0154960,05-07-2024,Juli,2024,Sakelar,Sakelar Indling stop,2,13500,27000
YM24-0154966,05-07-2024,Juli,2024,Sakelar,Sakelar Lampu,1,11000,11000
YM24-0154966,05-07-2024,Juli,2024,Oli,Motul GP MTC 4T,1,72000,72000
YM24-0154969,05-07-2024,Juli,2024,Piringan Cakram,Piringan DPN KC/YMMT NMX,1,107000,107000
YM24-0154977,05-07-2024,Juli,2024,Oli,MOTUL MOTO 4 T,39,51500,2008500
YM24-0154977,05-07-2024,Juli,2024,Ban,BL IRC MB86 100/90-12,5,260500,1302500
YM24-0154977,05-07-2024,Juli,2024,Aki,Aki Basah Yuasa YB5L-B,4,279000,1116000
YM24-0154977,05-07-2024,Juli,2024,Oli,Mesrania 2T super 1 L,14,49000,686000
YM24-0154977,05-07-2024,Juli,2024,Seal,Seal Kopling,14,5500,77000
YM24-0154977,05-07-2024,Juli,2024,Oli,Castrol Pro 2T,33,39000,1287000
YM24-0154977,05-07-2024,Juli,2024,Kampas Rem,DPAD YGP 2BM,14,72000,1008000
YM24-0154977,05-07-2024,Juli,2024,Seal,Seal Pulau,31,7500,232500
YM24-0154977,05-07-2024,Juli,2024,Busi,BUSI YGP U22FSU,22,16000,352000
YM24-0154977,05-07-2024,Juli,2024,Filter Udara,Filter Udara BRT,10,76000,760000
YM24-0154978,05-07-2024,Juli,2024,Lampu,AHM Lampu Kepala,1,33500,33500
YM24-0154978,05-07-2024,Juli,2024,Filter Udara,Filter Udara BRT,1,78000,78000
YM24-0154979,05-07-2024,Juli,2024,Gasket,Gasket full seat AHM Supra Fit,1,74000,74000
YM24-0154979,05-07-2024,Juli,2024,Filter Udara,Filter Udara Suzuki,1,55000,55000
YM24-0154979,05-07-2024,Juli,2024,Ban,FDR TR TL Flemino 90/90-14,2,255000,510000
YM24-0154984,05-07-2024,Juli,2024,Busi,BUSI NGK BP7ES,1,192000,192000
YM24-0154984,05-07-2024,Juli,2024,Filter Udara,Filter Udara BRT,1,76500,76500
YM24-0154987,05-07-2024,Juli,2024,Bearing,BRG AHM SET 6204 RS,1,55000,55000
YM24-0154987,05-07-2024,Juli,2024,Hendel Rem,Hendel Rem No Name,2,220000,440000
YM24-0154987,05-07-2024,Juli,2024,Seal,Seal oring,2,8500,17000
YM24-0154994,05-07-2024,Juli,2024,Oli,Mesran 40 1 LTR,12,44000,528000
YM24-0154994,05-07-2024,Juli,2024,Piringan Cakram,Piringan DPN AHM Vario,11,63000,693000
YM24-0154995,05-07-2024,Juli,2024,Seal,Seal Pulau,1,8000,8000
YM24-0154995,05-07-2024,Juli,2024,Kampas Rem,DPAD BLK SUPRA,2,52000,104000
YM24-0154995,05-07-2024,Juli,2024,Busi,BUSI YGP U22FSU,1,16000,16000
YM24-0154995,05-07-2024,Juli,2024,Ban,BL AHM 70/90-17 KWW,2,174000,348000
YM24-0154997,06-07-2024,Juli,2024,Kampas Rem,DPAD YGP 3C1 NMX,20,62500,1250000
YM24-0154997,06-07-2024,Juli,2024,Busi,BUSI YGP U22FSU,19,16500,313500
YM24-0154997,06-07-2024,Juli,2024,Oli,MOTUL MOTO 4 T,10,53500,535000
YM24-0155005,06-07-2024,Juli,2024,Oli,Motul SC EXP LE 4T,5,117500,587500
YM24-0155005,06-07-2024,Juli,2024,Busi,BUSI NGK BP7ES,7,186500,1305500
YM24-0155009,06-07-2024,Juli,2024,Filter Udara,Filter Udara BRT,1,76500,76500
YM24-0155009,06-07-2024,Juli,2024,Hendel Rem,Hendel Rem No Name,1,222500,222500
YM24-0155009,06-07-2024,Juli,2024,Sakelar,Sakelar Indling stop,1,13000,13000
YM24-0155014,06-07-2024,Juli,2024,Roller,BRT VARIO 125,1,86000,86000
YM24-0155014,06-07-2024,Juli,2024,Oli,Motul GP MTC 4T,1,70500,70500
YM24-0155014,06-07-2024,Juli,2024,Seal,Seal oring,1,9000,9000
YM24-0155017,06-07-2024,Juli,2024,Rumah Roller,AHM KOJ Scoopy New,1,83500,83500
YM24-0155017,06-07-2024,Juli,2024,Ban,BL IRC MB67 110/90-12,2,297500,595000
YM24-0155020,06-07-2024,Juli,2024,Sensor,Sensor CKP KOJ Genio,1,189000,189000
YM24-0155021,06-07-2024,Juli,2024,Ban,BL IRC MB86 100/90-12,6,257500,1545000
YM24-0155026,06-07-2024,Juli,2024,Sakelar,Sakelar Klakson,2,8500,17000
YM24-0155026,06-07-2024,Juli,2024,Seal,Seal Pulau,2,7500,15000
YM24-0155031,06-07-2024,Juli,2024,Ban,BL Maxxis 90/80-14 VICTRA,4,306500,1226000
YM24-0155032,06-07-2024,Juli,2024,Oli,Mesran 40 1 LTR,1,44500,44500
YM24-0155032,06-07-2024,Juli,2024,Seal,Seal Crankshaf,1,11500,11500
YM24-0155034,06-07-2024,Juli,2024,V-Belt,V Belt set AHM KVB,6,163000,978000
YM24-0155034,06-07-2024,Juli,2024,Oli,Evalube 2T 0.7,14,25500,357000
YM24-0155034,06-07-2024,Juli,2024,Gear Rantai,Gear suprax 125 gear 39,2,264000,528000
YM24-0155034,06-07-2024,Juli,2024,Seal,Seal Pulau,10,8000,80000
YM24-0155034,06-07-2024,Juli,2024,Kampas Kopling,KPL Ganda ONLY POLINI,2,300000,600000
YM24-0155034,06-07-2024,Juli,2024,Oli,Castrol Pro 2T,27,37500,1012500
YM24-0155034,06-07-2024,Juli,2024,Lampu,SGP Lampu Kepala depan,39,27500,1072500
YM24-0155034,06-07-2024,Juli,2024,Kampas Kopling,KPL Ganda ONLY MALOSSI,8,280500,2244000
YM24-0155034,06-07-2024,Juli,2024,Ban,BL Maxxis 90/80-14 VICTRA,3,315500,946500
YM24-0155039,06-07-2024,Juli,2024,Kampas Rem,DPAD AHM KVBT01 VARIO,21,56500,1186500
YM24-0155039,06-07-2024,Juli,2024,Aki,Aki Kering GS ASTRA GTZ7V,8,335000,2680000
YM24-0155039,06-07-2024,Juli,2024,Kampas Kopling,KPL Ganda ONLY AHM KVB VARIO,16,169500,2712000
YM24-0155042,06-07-2024,Juli,2024,Gasket,Gasket full seat AHM Scoopy,1,62000,62000
YM24-0155042,06-07-2024,Juli,2024,Ban,BL Maxxis 100/80-14 VICTRA,2,395500,791000
YM24-0155042,06-07-2024,Juli,2024,V-Belt,V Belt set AHM KVB,1,163500,163500
YM24-0155042,06-07-2024,Juli,2024,Kampas Rem,DPAD YGP 3C1 NMX,2,62000,124000
YM24-0155048,06-07-2024,Juli,2024,Busi,BUSI NGK BP7ES,1,187000,187000
YM24-0155048,06-07-2024,Juli,2024,Lampu,AHM Lampu Kepala,1,34000,34000
YM24-0155048,06-07-2024,Juli,2024,Oli,MOTUL MOTO 4 T,1,52500,52500
YM24-0155054,06-07-2024,Juli,2024,Bearing,BRG AHM SET 6204 RS,2,55500,111000
YM24-0155062,06-07-2024,Juli,2024,Ban,BL Maxxis 90/80-14 VICTRA,1,311500,311500
YM24-0155062,06-07-2024,Juli,2024,Aki,Aki Basah Yuasa YB5L-B,1,279000,279000
YM24-0155065,06-07-2024,Juli,2024,Bearing,BRG AHM SET 6201 RS,14,49500,693000
YM24-0155065,06-07-2024,Juli,2024,Oli,Evalube Matic 0.8 L,23,44000,1012000
YM24-0155065,06-07-2024,Juli,2024,Oli,MPX 2 0.8L,36,54000,1944000
YM24-0155073,06-07-2024,Juli,2024,Filter Udara,Filter Udara BRT,1,78000,78000
YM24-0155073,06-07-2024,Juli,2024,Sakelar,Sakelar Lampu,1,11000,11000
YM24-0155073,06-07-2024,Juli,2024,Busi,BUSI NGK BP7ES,1,185500,185500
YM24-0155078,06-07-2024,Juli,2024,Dinamo,Dinamo YGP Nmx old,1,223500,223500
YM24-0155078,06-07-2024,Juli,2024,Kampas Rem,DPAD YGP 3C1 NMX,2,61500,123000
YM24-0155078,06-07-2024,Juli,2024,Busi,BUSI YGP U22FSU,1,16500,16500
YM24-0155084,07-07-2024,Juli,2024,Busi,BUSI YGP U22FSU,1,16000,16000
YM24-0155084,07-07-2024,Juli,2024,Piringan Cakram,Piringan DPN KC/YMMT NMX,1,110000,110000
YM24-0155091,07-07-2024,Juli,2024,V-Belt,V belt Only YGP B65 AEROX/NMX NEW,10,131000,1310000
YM24-0155091,07-07-2024,Juli,2024,Oli,MOTUL MOTO 4 T,39,53500,2086500
YM24-0155091,07-07-2024,Juli,2024,Sakelar,Sakelar Lampu,6,11000,66000
YM24-0155091,07-07-2024,Juli,2024,Aki,Aki Kering GS ASTRA GTZ7V,6,345500,2073000
YM24-0155091,07-07-2024,Juli,2024,Ban,BL AHM 80/90-17 KWW,12,206000,2472000
YM24-0155091,07-07-2024,Juli,2024,Kampas Kopling,KPL Ganda ONLY BRT,7,219500,1536500
YM24-0155093,07-07-2024,Juli,2024,Filter Udara,Filter Udara AHM,1,66000,66000
YM24-0155093,07-07-2024,Juli,2024,Aki,Aki Kering AHM GTZ6V,1,310500,310500
YM24-0155101,07-07-2024,Juli,2024,Seal,Seal Kopling,2,6000,12000
YM24-0155101,07-07-2024,Juli,2024,V-Belt,V belt Only YGP B65 AEROX/NMX NEW,1,131500,131500
YM24-0155107,07-07-2024,Juli,2024,Busi,BUSI AHM U22FER9,1,31000,31000
YM24-0155107,07-07-2024,Juli,2024,Filter Udara,Filter Udara YGP,1,76500,76500
YM24-0155107,07-07-2024,Juli,2024,Kaca Spion,Spion Beat FI,2,56000,112000
YM24-0155109,07-07-2024,Juli,2024,Busi,BUSI YGP U22FSU,11,16500,181500
YM24-0155109,07-07-2024,Juli,2024,Oli,MOTUL SCOOTER LE 1 LTR,10,81000,810000
YM24-0155109,07-07-2024,Juli,2024,Kampas Rem,Kampas Depan Supra X,7,56000,392000
YM24-0155109,07-07-2024,Juli,2024,Seal,Seal Crankshaf,37,11000,407000
YM24-0155114,07-07-2024,Juli,2024,Rumah Roller,AHM GMF Beat,1,78500,78500
YM24-0155114,07-07-2024,Juli,2024,Busi,BUSI YGP U22FSU,1,16500,16500
YM24-0155114,07-07-2024,Juli,2024,Lampu,AHM Lampu Kepala,1,33500,33500
YM24-0155118,07-07-2024,Juli,2024,Gasket,Gasket Cylinder head Nmx,2,34500,69000
YM24-0155118,07-07-2024,Juli,2024,Filter Udara,Filter Udara Suzuki,1,56000,56000
YM24-0155118,07-07-2024,Juli,2024,Oli,Motul GP MTC 4T,1,70500,70500
YM24-0155123,07-07-2024,Juli,2024,Sakelar,Sakelar Klakson,1,8500,8500
YM24-0155123,07-07-2024,Juli,2024,Gear Rantai,Gear seat AHM KEV Supra,1,221000,221000
YM24-0155123,07-07-2024,Juli,2024,Oli,MOTUL SCOOTER POWER LE,1,141000,141000
YM24-0155129,07-07-2024,Juli,2024,Bearing,BRG AHM SET 6303 RS,19,61000,1159000
YM24-0155130,07-07-2024,Juli,2024,Busi,BUSI NGK BP7ES,1,191500,191500
YM24-0155130,07-07-2024,Juli,2024,Sakelar,Sakelar Klakson,1,9000,9000
YM24-0155133,07-07-2024,Juli,2024,Gasket,Gasket full seat AHM Supra Fit,1,73500,73500
YM24-0155135,07-07-2024,Juli,2024,Sakelar,Sakelar Retting,2,17000,34000
YM24-0155135,07-07-2024,Juli,2024,Aki,Aki Kering GS ASTRA GTZ7V,1,339000,339000
YM24-0155140,07-07-2024,Juli,2024,Busi,BUSI AHM U22FER9,1,31500,31500
YM24-0155146,07-07-2024,Juli,2024,Ban,FDR TR TL 80/90-14 Sport XR Evo,8,221500,1772000
YM24-0155146,07-07-2024,Juli,2024,Oli,Evalube Matic 0.8 L,13,45000,585000
YM24-0155148,07-07-2024,Juli,2024,Roller,Kawahara Nmx,1,70500,70500
YM24-0155148,07-07-2024,Juli,2024,Radiator,Radiator MLKUNL VARIO,1,221000,221000
YM24-0155153,07-07-2024,Juli,2024,Seal,Seal Water Pump,1,16500,16500
YM24-0155155,08-07-2024,Juli,2024,Lampu,SGP Lampu Kepala depan,1,27000,27000
YM24-0155155,08-07-2024,Juli,2024,Gasket,Gasket full seat AHM Scoopy,2,62000,124000
YM24-0155155,08-07-2024,Juli,2024,Shockbreaker,Shock AHM KZR Vario 125,1,232500,232500
YM24-0155161,08-07-2024,Juli,2024,Bearing,BRG AHM SET 6303 RS,28,61000,1708000
YM24-0155161,08-07-2024,Juli,2024,Oli,Grand Manual 0.8 L,20,42500,850000
